name,timestamp,angry,disgust,fear,happy,sad,surprise,neutral
 Man Seok,5330,0.3,0,1.5,0.3,95.8,0,2.1
Cha Tae Sik,5334,4.7,0,25.4,0.2,1.9,0.1,67.8
 Man Seok,5337,0.3,0,92.9,6.7,0,0,0
 Man Seok,5342,90.3,0,0.6,0,9,0,0
 Jong Seok,5363,0,0,8.3,0,0,91.7,0
Cha Tae Sik,5367,2.6,0,0.5,0.2,65.4,0.1,31.3
 Jong Seok,5380,0,0,71.1,0,0.3,13.7,14.9
Cha Tae Sik,5385,5.6,0,4.9,0,77.3,0,12.2
 Jong Seok,5394,0,0,79.2,0.1,0,20.6,0.1
Cha Tae Sik,5397,3.4,0,11.7,0,70,0,14.9
 Jong Seok,5406,2,0,58,0.1,26.9,0,12.9
Cha Tae Sik,5409,1.2,0,1.3,0,96.8,0,0.8
 Jong Seok,5412,0.9,0,82.3,0.1,6,0.7,10
Cha Tae Sik,5418,3.2,0,4.9,0,88.2,0.1,3.5
 Jong Seok,5421,0.2,0,23.5,53.5,0.1,22.5,0.2
Cha Tae Sik,5425,1.7,0,0.6,0,97,0,0.8
 Jong Seok,5443,0,0,6.4,39,0,54.6,0
Cha Tae Sik,5446,0,0,36.1,0.1,0.4,33.5,29.9
 Jong Seok,5447,0.1,0,1.6,0,0.9,7.8,89.6
 Jong Seok,5448,0.2,0,2.3,0,0.8,6,90.7
 Jong Seok,5453,11.1,0,78.5,0.8,0.2,9,0.4
Cha Tae Sik,5454,3,0,0.6,0,36.2,0,60.2
 Jong Seok,5461,0,0,7.6,19.8,11.7,6.7,54.1
 Jong Seok,5465,0.2,0,1.1,0,1.7,5.5,91.5
 Jong Seok,5470,0,0,0.3,0,0.6,4.1,95
 Jong Seok,5486,0,0,0.7,99.3,0,0,0
 Jong Seok,5503,17.9,0,53,25.5,1,2.4,0
 Jong Seok,5508,59.9,0,37.9,1.4,0.8,0,0
 Jong Seok,5510,0,0,62.5,0.3,7.8,22.6,6.9
Cha Tae Sik,5541,0.3,0,0,0,2.2,0,97.4
 Jeong So Mi,5546,0,0,0,0,100,0,0
 Lam Loan,5547,11.6,0,1.5,0,59,0,28
 Jeong So Mi,5560,0.1,0,0.3,0,99.4,0,0.2
Cha Tae Sik,5563,0.4,0,0,0,0.2,0,99.4
Cha Tae Sik,5564,1.1,0,6.7,0,10.6,0,81.6
 Jeong So Mi,5574,3.4,0,94.4,0,2.1,0,0
 Jeong So Mi,5591,0,0,31.5,0,68.4,0,0
 Jeong So Mi,5601,70.3,0,0.1,0.2,11.5,0,17.9
 Lam Loan,5705,24,0,0,0,66.1,0,9.9
 Man Seok,5718,5,0.1,7,42.1,33.1,0.1,12.6
 Lam Loan,5718,1.3,0,97,0,1.7,0,0
 Man Seok,5724,99.4,0,0.5,0,0.1,0,0
 Lam Loan,5726,18.7,0,1.9,0.1,26.8,0,52.5
 Lam Loan,5729,0,0,44.5,0,44.9,0,10.6
Cha Tae Sik,5732,46.3,0,0.5,0,3.6,0,49.5
Cha Tae Sik,5733,89.6,0,10.4,0,0,0,0
Cha Tae Sik,5734,51.9,0,0.4,0,15.7,0,32
 Lam Loan,5736,0,0,59.7,0,24.9,0,15.3
 Man Seok,5741,0.2,0,0.1,0,99.7,0,0
Cha Tae Sik,5744,0,0,17.6,0,82.3,0,0
 Man Seok,5746,18.5,3.6,60.5,0,14.3,0,3.1
Cha Tae Sik,5749,5.9,0,3.1,0.1,33.4,0.2,57.3
 Man Seok,5753,73.2,0,0.6,0,11.9,0,14.2
Cha Tae Sik,5753,0,0,24.1,0,75.9,0,0
 Man Seok,5756,85.5,0.8,7.2,0,5.2,0.1,1.3
Cha Tae Sik,5762,26.5,0,2.3,0,19.6,0,51.5
 Man Seok,5763,69.6,0,0,0,0.1,0,30.2
Cha Tae Sik,5764,2.9,0,81.8,0,15.3,0,0
 Man Seok,5765,2.6,0,0.1,0,48.6,0,48.7
Cha Tae Sik,5768,36,1.8,8.1,0.3,16.5,5.1,32.3
 Man Seok,5769,0,0,0,0,0,0,100
 Man Seok,5773,81.1,0,5.4,0,1.5,0,12.1
Cha Tae Sik,5776,8.1,0,10.1,0,52.4,1.4,28
 Man Seok,5778,0.1,0,18.1,0,81.8,0,0
Cha Tae Sik,5778,2.8,0,14.8,0.7,10.7,0.1,71
Cha Tae Sik,5788,13.2,0,0.9,0,22.1,0,63.8
 Man Seok,5789,2,0,9.4,14.9,19,0.5,54.3
 Lam Loan,5789,1,0,39.3,0,15,0.1,44.5
 Man Seok,5799,88.8,0,9.8,0.4,0.6,0.3,0.2
 Man Seok,5801,6.3,0,87.5,0.1,4.4,0.1,1.6
 Lam Loan,5801,6.1,0,2.2,0,15.1,0,76.6
Cha Tae Sik,5807,0.8,0,1.4,0.1,11.2,0,86.5
 Man Seok,5810,0.8,0,0.7,18.7,7.3,0,72.4
Cha Tae Sik,5812,0.3,0,8.3,0,20.9,0,70.4
Cha Tae Sik,5817,25.3,0,1,73,0.7,0,0
 Man Seok,5836,0.2,0,0.1,2.3,0.9,0,96.5
 Man Seok,5847,1,0,7.7,20.6,19.9,0.4,50.4
 Man Seok,5855,19.6,0.1,1,0,32.7,0,46.6
 Lam Loan,5868,38.9,0,1.1,0,47.7,0,12.3
 Man Seok,5873,11.6,0.1,15.2,2.4,56.1,0.3,14.2
 Man Seok,5882,0,0,0,0,92,0,7.9
Cha Tae Sik,5884,0.1,0,0.2,0.4,14.3,0,85
Cha Tae Sik,5894,14.4,0,0.1,0,0.7,0,84.8
Cha Tae Sik,5899,33.6,0,0,55.6,0.1,0,10.8
 Lam Loan,5900,23.4,0,1,0.1,21.2,0,54.2
 Lam Loan,5904,1.3,0,0,0.9,2.3,0,95.5
 Lam Loan,5905,1.2,0,98.8,0,0,0,0
Cha Tae Sik,5908,6.3,0,5.6,72.2,10.9,0,5
 Man Seok,5909,32.9,0,59.9,6.2,1,0,0
 Lam Loan,5916,9,0,12.6,0,75.2,0,3.2
Cha Tae Sik,5918,0.1,0,11.3,88.1,0,0.6,0
 Lam Loan,5921,94.8,0,0.2,0,3.6,0,1.3
Cha Tae Sik,5927,66.7,0,4,28.9,0.4,0,0.1
Cha Tae Sik,5929,0.2,0,0.1,0,88.5,0,11.2
Cha Tae Sik,5932,95.6,0,0.1,0,0.3,0,4
Cha Tae Sik,5933,0,0,15.9,0,83,0,1
Cha Tae Sik,5938,54.6,0.7,7.3,0.3,35.1,0,1.9
Cha Tae Sik,5939,0.4,0,66.4,0.5,2.8,12,17.8
Cha Tae Sik,5940,0,0,69.6,0,8.4,0,22
Cha Tae Sik,5941,0,0,5.8,0,86.1,0,8.1
 Lam Loan,5944,4,0,0.2,0,16,0,79.7
 Lam Loan,5945,52.7,0,1.9,0.9,19.9,0.5,24
 Lam Loan,5946,0.4,0,1,5.2,84.2,0.1,9.1
 Lam Loan,5948,42,0,24,0.4,4.2,3.4,26
Cha Tae Sik,5952,0,0,89.3,0.2,2.7,0.6,7.1
Cha Tae Sik,5953,2,0,0.4,94.6,0.5,0.1,2.4
Cha Tae Sik,5954,0,0,100,0,0,0,0
Cha Tae Sik,5957,27.4,0,72.6,0,0,0,0
Cha Tae Sik,5960,0.1,0,8.9,51.3,0.2,6.5,33
Cha Tae Sik,5961,0.1,0,99.7,0,0.1,0,0.2
Cha Tae Sik,5963,0,0,0.3,0,99.7,0,0
Cha Tae Sik,5974,0,0,0,23.2,6,0,70.8
Cha Tae Sik,5976,0,0,94.2,0,4.1,0,1.7
Cha Tae Sik,5978,2.3,0,76.1,0,21,0,0.6
Cha Tae Sik,5986,0.1,0,8.6,0,59.5,0,31.9
Cha Tae Sik,5988,0,0,5.8,0,9.8,0,84.4
Cha Tae Sik,5989,0,0,95.3,0,0.2,4.2,0.3
Cha Tae Sik,5992,7.6,0,91.9,0.2,0.3,0,0
Cha Tae Sik,6006,0,0,1.7,0,98.3,0,0
Cha Tae Sik,6008,91.5,7.1,0.9,0,0.1,0,0.3
Cha Tae Sik,6014,0,0,0,1.5,0,1.5,97
Cha Tae Sik,6017,1.1,0.1,16.4,60.7,7.2,0.2,14.4
Cha Tae Sik,6019,0,0,0,99.6,0,0,0.4
Cha Tae Sik,6031,19.6,0.2,2.2,29.7,48,0,0.3
Cha Tae Sik,6039,48.4,2.3,37.9,0.8,9.8,0.1,0.7
Cha Tae Sik,6051,0.1,0,2.9,0,97,0,0
Cha Tae Sik,6059,0.4,0,20.7,1.2,8.7,1,68
Cha Tae Sik,6063,17.3,0,71.5,0,11.1,0,0
Cha Tae Sik,6068,76.1,0,7.6,0,16.2,0,0.1
Cha Tae Sik,6091,7.5,0,2.6,0,85.2,0,4.7
 Man Seok,6105,0.8,0,33.8,0,60.3,0,5.1
 Man Seok,6107,0,0,8.9,0,91.1,0,0
 Lam Loan,6110,32,0,3,0,16.2,0.1,48.7
Cha Tae Sik,6114,1.6,0,0.1,0,8.6,0,89.7
 Lam Loan,6120,5.8,0,0.1,0,7,0,87.1
Cha Tae Sik,6122,3.9,0,3.6,0,64.1,0,28.5
 Lam Loan,6125,1,0,0,0.3,1.4,0,97.3
 Lam Loan,6130,25.3,0,74.7,0,0,0,0
 Lam Loan,6131,9.4,0,0.6,0.1,33.7,0,56.1
Cha Tae Sik,6137,2.2,0,8.4,0,33.3,0,56.1
Cha Tae Sik,6142,9.6,0,7.3,0,62.9,0,20.1
Cha Tae Sik,6143,14.3,0,6.5,0,71.3,0,7.8
 Lam Loan,6144,0,0,80.2,0,19.8,0,0
Cha Tae Sik,6147,4.5,0,76.1,0,9.6,1.3,8.6
 Lam Loan,6148,96,0,3.2,0.2,0.7,0,0
Cha Tae Sik,6151,0,0,0.2,0,97.4,0,2.4
 Lam Loan,6152,13.6,0,1.2,0,81,0,4.2
 Lam Loan,6154,99.9,0,0,0,0.1,0,0
Cha Tae Sik,6159,4.4,0,85.6,0,9.5,0,0.5
Cha Tae Sik,6160,0.6,0,98.4,0,1,0,0.1
 Lam Loan,6161,90.3,0,0,6,3.2,0,0.3
 Lam Loan,6164,21.5,0,65.6,9.3,1.5,2,0.1
 Lam Loan,6165,99.6,0,0,0.2,0.1,0,0
Cha Tae Sik,6166,0.1,0,0,0,46.6,0,53.3
Cha Tae Sik,6168,1.4,0,28.9,0,35.1,0.6,34
 Lam Loan,6169,5.1,0,0.1,74.5,16.3,0,4
Cha Tae Sik,6169,0,0,100,0,0,0,0
Cha Tae Sik,6170,0,0,0,38,0,0,62
Cha Tae Sik,6172,99.5,0,0.5,0,0,0,0
Cha Tae Sik,6174,0,0,100,0,0,0,0
 Lam Loan,6174,0.1,0,55,5.8,29.3,0,9.9
 Lam Loan,6175,98.9,0,0,0,0.2,0,0.9
 Lam Loan,6181,0.1,0,93,0,1.9,0,5
 Lam Loan,6182,31.9,0,11.2,0,51.3,0,5.5
 Lam Loan,6183,0,0,100,0,0,0,0
Cha Tae Sik,6183,0,0,0.1,63,0.1,0,36.8
 Lam Loan,6190,0.7,0,52.2,30.6,1.9,13.1,1.4
Cha Tae Sik,6190,0.1,0,0.8,0.6,90.5,0,7.9
 Lam Loan,6198,0.1,0,4.9,0,0,95,0
Cha Tae Sik,6209,0.1,0,11.8,0,2.7,0,85.3
 Man Seok,6222,0.1,0,0,0,91.6,0.1,8.1
 Man Seok,6224,1.4,0,64.5,0,32.9,0,1.2
 Man Seok,6227,0.2,0.1,0.7,14.2,24.9,0,60
 Man Seok,6235,5.5,0,19.8,0,60.1,0,14.6
Cha Tae Sik,6236,0,0,0,0,100,0,0
 Man Seok,6237,99.7,0,0,0.3,0,0,0
Cha Tae Sik,6239,1.6,0,14.4,0,46.5,0.4,37.1
Cha Tae Sik,6242,63,0,0.1,0,10.7,0,26.1
 Man Seok,6249,0.9,0,93.6,0,5.2,0.2,0.1
 Man Seok,6251,0.2,0,0,98.9,0.1,0,0.8
Cha Tae Sik,6256,1.9,0,0.5,0,97.3,0,0.3
Cha Tae Sik,6261,0.1,0,4.7,0,88.3,0,6.9
Cha Tae Sik,6266,17.5,0,0.6,0,25.7,0,56.1
Cha Tae Sik,6271,2.2,0,0,0.1,3.6,0,94.1
Cha Tae Sik,6273,1.3,0,0.2,0.1,1.8,0,96.6
Cha Tae Sik,6274,26.1,0,0.8,0,23.8,0,49.4
 Man Seok,6276,0.1,0,34.8,0,3.4,2,59.6
Cha Tae Sik,6278,9,0,2,0,83.9,0,5.1
 Man Seok,6279,0.4,0,95.3,0,1.3,0,3
 Man Seok,6281,2.2,0,0.3,77.1,9.1,0,11.2
 Man Seok,6284,0,0,97.4,0,1.6,0,1
Cha Tae Sik,6287,1.9,0,42,0.1,52.9,0.2,2.9
 Man Seok,6290,0,0,4.5,0,95.5,0,0.1
Cha Tae Sik,6291,0.5,0,13.5,0.3,0,71.3,14.4
 Man Seok,6293,3,0,0.7,0,32.2,0,64.1
Cha Tae Sik,6294,0.1,0,97.1,0,0.4,0,2.4
Cha Tae Sik,6296,0.1,0,2,0,1,0.8,96.1
 Man Seok,6297,9.6,0,7.2,0,83.1,0,0.1
 Man Seok,6300,0,0,0,0,100,0,0
Cha Tae Sik,6301,0.4,0,1.5,0,2.1,0.1,95.9
 Man Seok,6304,4.2,0,0.3,0,94.1,0,1.3
 Man Seok,6308,1.3,0,0.2,3.9,2.7,0.2,91.7
 Man Seok,6309,33.4,0,7.3,36.9,12.6,0.6,9.1
 Man Seok,6310,98.2,0,1.8,0,0,0,0
 Man Seok,6314,0.4,0,24.9,74,0.6,0,0.1
Cha Tae Sik,6325,0.1,0,0,87.7,11.6,0,0.6
 Man Seok,6327,0.1,0,69.3,0,1.1,0.3,29.2
 Man Seok,6329,5.1,0,94.7,0.2,0,0,0
Cha Tae Sik,6343,2,0,0,0,0.2,0,97.7
Cha Tae Sik,6345,0.4,0,32,0,56.7,0,10.9
 Man Seok,6348,70.7,0.1,0.3,23.6,3.6,0.5,1.2
 Man Seok,6354,8.8,0,2.3,81.8,0.3,0.2,6.7
Cha Tae Sik,6357,45.4,0,31.2,0,22,0,1.5
 Man Seok,6361,0.6,0,99.4,0,0,0,0
Cha Tae Sik,6362,57.9,0,0.1,39.9,1.6,0,0.5
 Man Seok,6366,8.7,0,0,0,4.4,0,87
 Man Seok,6376,0.6,0,99.2,0,0,0.2,0
Cha Tae Sik,6388,13,0,0.3,0,59.8,0,26.9
Cha Tae Sik,6394,81.6,1.8,14,0,2.1,0,0.5
Cha Tae Sik,6399,1,0,0.1,0,90.3,0,8.6
Cha Tae Sik,6406,0,0,0.5,0.7,98.7,0,0.2
Cha Tae Sik,6418,41.9,0,0.1,1.2,14.3,0.2,42.4
Cha Tae Sik,6421,0,0,14,0,85.7,0,0.3
Cha Tae Sik,6424,0.5,0,6.7,0.2,15.1,0,77.5
Cha Tae Sik,6467,20.6,0,62.6,0.1,15.4,0.5,0.9
Cha Tae Sik,6475,20,0,62.9,0.1,12.1,1.9,2.9
Cha Tae Sik,6502,7.1,0,1.9,6.3,9.2,0,75.5
Cha Tae Sik,6506,0.1,0,0,99.4,0,0,0.6
Cha Tae Sik,6520,0,0,0,100,0,0,0
Cha Tae Sik,6527,27.3,0,1.8,0.1,69.1,0,1.8
 Jeong So Mi,6530,0,0,0.1,0,1.9,0,97.9
Cha Tae Sik,6534,8.6,0,1.7,0,89,0,0.6
Cha Tae Sik,6541,96,0.1,0.8,0.1,1.3,1.3,0.5
 Jeong So Mi,6545,0,0,0.1,0,6.5,0,93.4
Cha Tae Sik,6549,1.7,0,1.9,0,96.4,0,0.1
 Jeong So Mi,6552,0,0,0.3,0,2.4,0.1,97.2
 Jeong So Mi,6559,0,0,0.6,0,99.4,0,0
Cha Tae Sik,6562,0.4,0,1.3,0,97.5,0,0.7
 Jeong So Mi,6564,0,0,0,0,71.4,0,28.5
Cha Tae Sik,6566,0.4,0,0.3,0,98,0,1.3
 Jeong So Mi,6569,0.2,0,0,0,21.9,0,77.9
Cha Tae Sik,6571,0.6,0,0.1,0,9.2,0,90.2
 Jeong So Mi,6573,1.3,0,0,0,41.8,0,56.9
 Jeong So Mi,6576,0,0,0.1,0,72.3,0,27.5
 Jeong So Mi,6578,0,0,0,0,1.8,0,98.2
Cha Tae Sik,6580,2.7,0,0.1,0,95.7,0,1.5
 Jeong So Mi,6583,1.1,0,0.4,0,58.5,0.1,39.8
Cha Tae Sik,6588,0.2,0,3.5,0,81,0,15.2
 Jeong So Mi,6592,2,0,2.4,1.7,93.9,0,0
Cha Tae Sik,6601,0.8,0,1.3,0,91.8,0,6.2
Cha Tae Sik,6613,22.3,0.1,10.4,0,31.5,0,35.7
 Jeong So Mi,6639,4.1,0,0.2,0,49.5,0,46.2
 Jeong So Mi,6675,0,0,7.3,0.2,89.8,0,2.6
Cha Tae Sik,6683,0.3,0,1.1,0,97.4,0,1.2
Cha Tae Sik,6696,13,0,1.8,0,51.5,0,33.7
 Jeong So Mi,6696,0.7,0,0,0,2.3,0,97
 Jeong So Mi,6709,0.5,0,0.8,90.8,0.8,1.2,5.7
Cha Tae Sik,6721,4.1,0,84.4,0,8.7,0.4,2.3
 Jeong So Mi,6731,90.4,0,2,0.4,0.8,0.2,6.4
Cha Tae Sik,6734,3,0,5.7,0.1,9.1,0,82.1
 Jeong So Mi,6740,62.2,0,4.1,0,27.2,0,6.5
Cha Tae Sik,6743,0.1,0,90,0.9,2.9,0,6.1
 Jeong So Mi,6749,65.8,0,0.5,0.1,10.2,0,23.5
Cha Tae Sik,6751,0,0,0,100,0,0,0
 Jeong So Mi,6756,99.5,0,0.3,0,0.2,0,0
Cha Tae Sik,6760,0,0,3.2,0,96.8,0,0
 Jeong So Mi,6768,25.9,0,3.4,0,34.9,0,35.8
Cha Tae Sik,6777,0,0,17.1,0,82.9,0,0
 Jeong So Mi,6794,71.4,0.2,17.3,0.1,9.5,0,1.4
Cha Tae Sik,6797,0,0,40.1,0,59.8,0,0.1
 Jeong So Mi,6802,63,0,0.1,32.5,1.6,0.1,2.8
Cha Tae Sik,6811,0.4,0,17.6,0,65.2,0,16.8
Cha Tae Sik,6813,0,0,21,0,77.4,0,1.5
