name,timestamp,angry,disgust,fear,happy,sad,surprise,neutral
Jong Seok,1887,0,0,0,0.4,0,0,99.6
Man Seok,1888,1.3,0,0.6,0,3.2,0,94.8
Cha Tae Sik,1904,0,0,0,3.7,96.3,0,0
Cha Tae Sik,1907,0.2,0,88.4,10.7,0.6,0,0
Cha Tae Sik,1908,0,0,0,0,100,0,0
Cha Tae Sik,1927,0,0,0.6,0,99.4,0,0
Cha Tae Sik,1928,7.8,0,0,0.4,22.6,0,69.1
Cha Tae Sik,1929,0,0,0,0,14.2,0,85.8
Cha Tae Sik,1930,0.6,0,0,93.9,0.6,2.7,2.2
Cha Tae Sik,1933,91,0.1,0.3,0,8.6,0,0
Cha Tae Sik,1935,0,0,0,0,1.1,0,98.9
Man Seok,1946,0,0,0.1,23.2,61.7,0,15
Jong Seok,1946,0,0,0.3,0,97.6,0,2
Cha Tae Sik,1952,0.7,0,0,0.1,96.8,0,2.3
Man Seok,1957,0.1,0,0.1,0.1,99.2,0,0.5
Jong Seok,1957,0,0,0,0.1,0.4,0,99.5
Cha Tae Sik,1967,69.7,0,7.1,0,22.8,0,0.4
Cha Tae Sik,1975,100,0,0,0,0,0,0
Cha Tae Sik,1981,62.7,0,20.7,15.9,0.6,0,0
Cha Tae Sik,1989,0.6,0,0,0,3.9,0,95.5
Cha Tae Sik,1993,6.8,0,0,0.1,77.3,0,15.8
Cha Tae Sik,1997,97.9,0,0.1,0,1.9,0,0
No Myung Soo,2005,0,0,10.9,0,87,0,2.1
No Myung Soo,2012,0,0,64.6,0.1,3.7,0,31.6
No Myung Soo,2013,3.2,0,62.2,0,31.5,1.6,1.5
No Myung Soo,2015,29.9,0,2.9,0,21.7,0,45.4
Kim Chi Gon,2024,1.9,0,0.1,0,30.6,0,67.4
Cha Tae Sik,2043,0.3,0,0.2,0,0.5,0,99.1
Cha Tae Sik,2046,0,0,57.3,1.2,4.4,0,37.1
Cha Tae Sik,2059,0,0,0.2,0.3,60.8,0,38.6
Cha Tae Sik,2060,4.4,1.5,25,52.9,16.1,0,0.2
Oh Myung Gyu,2061,2.6,0.1,13.6,32.8,50.7,0,0.2
Cha Tae Sik,2061,0,0,2.4,0.6,96.6,0,0.4
Oh Myung Gyu,2062,1.6,0,1,1.5,35.5,0,60.4
Cha Tae Sik,2062,0.3,0,0,0,5.4,0,94.3
Oh Myung Gyu,2063,0,0,0,0,0,0,100
Oh Myung Gyu,2066,0,0,0,99.9,0,0,0.1
Oh Myung Gyu,2067,82.2,0,0,0,2.2,0,15.5
Cha Tae Sik,2068,0,0,0,0,81.6,0,18.4
Cha Tae Sik,2069,0,0,0,0,32.2,0,67.8
Oh Myung Gyu,2071,0.7,0,0,51,12,0,36.2
Cha Tae Sik,2074,0,0,0,0,90.6,0,9.4
Oh Myung Gyu,2075,48.3,0,0.9,16.7,32,0,2
Oh Myung Gyu,2083,0.1,0,0,0,0,0,99.9
Cha Tae Sik,2088,0,0,0,0,3.2,0,96.7
Oh Myung Gyu,2089,0,0,0,0,0.1,0,99.8
Oh Myung Gyu,2090,1.8,0,0,0,17,0,81.2
Oh Myung Gyu,2093,0,0,0,100,0,0,0
Cha Tae Sik,2096,0,0,0,0,36,0,63.9
Oh Myung Gyu,2098,0.5,0,0,0.9,1.2,0,97.5
Oh Myung Gyu,2101,0,0,0,97.5,0,0,2.5
Cha Tae Sik,2104,0,0,0,0,85.6,0,14.3
Oh Myung Gyu,2107,0,0,0,55.6,0.1,0,44.3
Cha Tae Sik,2108,0,0,0,0,19.6,0,80.4
Oh Myung Gyu,2113,0,0,0,0,0,0,100
Cha Tae Sik,2116,0,0,0,0,1.2,0,98.8
Oh Myung Gyu,2118,0,0,0,99.3,0,0,0.7
Oh Myung Gyu,2120,0,0,0,0,0,0,100
Oh Myung Gyu,2123,2.5,0,0,0.1,0.1,0,97.3
Cha Tae Sik,2124,0,0,0,0,1.6,0,98.4
Oh Myung Gyu,2126,6,0,0.1,0,0.8,0,93.1
Oh Myung Gyu,2127,91.5,0,0,0,6.2,0,2.2
Oh Myung Gyu,2129,56.4,0,0.1,23.2,19.5,0,0.8
Cha Tae Sik,2130,0,0,0,0,10.1,0,89.9
Oh Myung Gyu,2131,96.9,0,0.8,0.6,1.4,0,0.3
Cha Tae Sik,2132,57.1,0,0.3,0.3,0.3,0,42
Oh Myung Gyu,2137,25.1,11.3,0.5,0,4.8,0,58.3
Cha Tae Sik,2138,33.4,0,0,0,3.4,0,63.3
Oh Myung Gyu,2142,72.8,0,22.2,0,0.2,3,1.9
Cha Tae Sik,2143,0,0,0,0.1,0.1,0,99.8
Cha Tae Sik,2144,0,0,0,0,40.5,0,59.5
Oh Myung Gyu,2145,25.4,0,0,0,13,0,61.6
Cha Tae Sik,2146,0.5,0,0,0,17.9,0,81.6
Oh Myung Gyu,2150,0.3,0,97.4,0.7,0.5,0.6,0.5
Oh Myung Gyu,2156,37.4,0,0,0,8,0,54.7
Cha Tae Sik,2165,0,0,0.6,0,97.5,0,1.9
Kim Chi Gon,2167,1.1,0,0,0,6.8,0,92
Oh Myung Gyu,2174,0,0,0,0,0.7,0,99.3
Oh Myung Gyu,2175,0,0,0,99.7,0,0,0.2
Man Seok,2178,2.5,0,50.9,4.8,1,30.9,9.9
Oh Myung Gyu,2182,0.1,0,0,0,0,0,99.8
Man Seok,2183,7,0,11.6,21,20.6,4.4,35.4
Oh Myung Gyu,2195,0,0,0,100,0,0,0
Oh Myung Gyu,2197,0,0,0,0,6.8,0,93.1
Man Seok,2201,4,0,44.8,4.5,0.7,45.9,0
Oh Myung Gyu,2206,0.1,0,0,0,0.6,0,99.3
Oh Myung Gyu,2216,0,0,99.6,0,0.3,0,0.1
Oh Myung Gyu,2221,9,0,0.1,0,70.3,0,20.6
Oh Myung Gyu,2228,8.6,0,2.7,0,69.8,0,18.9
Oh Myung Gyu,2229,2,0,0.1,0,97.4,0,0.6
Oh Myung Gyu,2230,39.3,0.1,39.2,0,10.5,7.2,3.8
Oh Myung Gyu,2238,60.9,0,0.3,7.1,0.8,0,30.9
Cha Tae Sik,2240,99.9,0,0.1,0,0,0,0
Oh Myung Gyu,2241,2.4,0,0,0,0.3,0,97.4
Oh Myung Gyu,2242,41.3,0,43,7.6,1.5,0.5,6.1
Oh Myung Gyu,2244,90.9,0,3.3,0,1.3,0,4.6
Kim Chi Gon,2251,0.4,0,2.9,0.8,14.7,0.1,81.1
Kim Chi Gon,2252,7.2,0,0.1,0.1,27.5,0,65
Cha Tae Sik,2253,0,0,97.6,0,2.3,0,0
Cha Tae Sik,2259,28.2,0,0,3.4,42.7,0,25.7
Cha Tae Sik,2265,14,0,0,51.1,34.2,0,0.7
Oh Myung Gyu,2270,0,0,2.7,0,96.5,0,0.8
Oh Myung Gyu,2272,0,0,0,0,99.9,0,0
Cha Tae Sik,2273,3,0.1,26.9,0.1,69.1,0,0.9
Cha Tae Sik,2277,0,0,0,0,100,0,0
Cha Tae Sik,2281,89,0,10.4,0.2,0.4,0.1,0
Cha Tae Sik,2282,3.3,0,96.6,0,0.1,0,0
Cha Tae Sik,2286,0,0,0,81.3,0,0,18.7
Cha Tae Sik,2288,97.6,0,0.3,0.7,1.4,0,0.1
Oh Myung Gyu,2290,0.1,0,0.2,0.7,17.3,0,81.8
Cha Tae Sik,2291,9.8,0,5.7,0,6.2,0,78.2
Cha Tae Sik,2292,7.1,0,1,0.1,56.2,0,35.6
Cha Tae Sik,2293,1.3,0,1.3,0,97,0,0.4
Oh Myung Gyu,2295,4.7,0,0,0,0.3,0,95
Oh Myung Gyu,2305,2.4,0,95.5,0,2.1,0,0
Cha Tae Sik,2308,1.3,0,1.6,0,70.1,0,27
Cha Tae Sik,2311,58,0,0.2,0,23.1,0,18.7
Cha Tae Sik,2312,87.6,0.7,9.4,0.3,0.6,1.1,0.4
Cha Tae Sik,2313,0.3,0,2.4,0,36.9,0,60.4
Cha Tae Sik,2325,0,0,0,0,100,0,0
Cha Tae Sik,2328,70.5,0,21.9,0.1,7.4,0,0
Cha Tae Sik,2331,10.6,0.2,0.7,0.1,57.1,0,31.3
Cha Tae Sik,2335,0.1,0,83,0,0.1,16.4,0.5
Oh Myung Gyu,2346,100,0,0,0,0,0,0
Cha Tae Sik,2351,7.6,0,0.4,55.9,2.7,0.5,32.9
Oh Myung Gyu,2352,28,0,0.4,0.7,61.7,0,9.2
Oh Myung Gyu,2353,98.4,0,0.7,0,0.7,0,0.1
Oh Myung Gyu,2355,94,0,3,0.2,2.7,0,0.1
Cha Tae Sik,2356,0,0,1.3,92.6,4.1,0,2
Cha Tae Sik,2358,0.1,0,0.1,0.1,1.2,0,98.5
Cha Tae Sik,2362,28.8,1.4,69,0,0.7,0,0
Cha Tae Sik,2365,4.3,0,64.4,0.3,28.9,0.2,1.8
Cha Tae Sik,2366,60.8,0,3.9,0,35.3,0,0
Cha Tae Sik,2367,8.9,0,0.1,0,88.4,0,2.6
No Myung Soo,2370,100,0,0,0,0,0,0
No Myung Soo,2371,100,0,0,0,0,0,0
Cha Tae Sik,2372,2.4,0,0,0,85.3,0,12.3
No Myung Soo,2374,95.7,0.1,1.5,0,2.3,0.1,0.3
Cha Tae Sik,2384,8.9,0,1.2,0.4,89.5,0,0.1
Cha Tae Sik,2388,91.6,0,7.5,0,0.9,0,0
Kim Chi Gon,2390,0,0,45,1.3,1.5,0.5,51.7
Kim Chi Gon,2391,0,0,1.5,0,71,0,27.5
Kim Chi Gon,2392,4.4,0,0.4,0.2,72.3,0,22.7
Kim Chi Gon,2393,0.7,0,0.8,0.1,34.8,0,63.5
Cha Tae Sik,2445,0.1,0,0,0,0.3,0,99.6
Cha Tae Sik,2457,2.9,0,0,0,7.3,0,89.8
Kim Chi Gon,2472,0.1,0,0,0,2.6,0,97.3
Kim Chi Gon,2474,0.2,0,37.1,0,42.6,0.1,20
No Myung Soo,2474,1.2,0,32.9,0.1,23.6,3.4,38.7
Kim Chi Gon,2494,17.9,0,1.8,0.3,24,0,55.9
No Myung Soo,2494,0,0,0.5,0,0,15.2,84.3
Kim Chi Gon,2498,13.6,0,3,0.2,62.9,0,20.3
Kim Chi Gon,2518,84.8,0,11.5,0,3.7,0,0
Cha Tae Sik,2531,0,0,0.1,0,99.9,0,0
Cha Tae Sik,2538,4.1,0,0.3,0,94.8,0,0.9
Cha Tae Sik,2560,0,0,0,0,100,0,0
Cha Tae Sik,2571,12.9,0,6.5,0,77.2,0,3.4
Cha Tae Sik,2575,1.6,0,4,0,93.9,0,0.5
Cha Tae Sik,2580,60.6,0,21.2,0.2,13.2,0.2,4.7
Kim Chi Gon,2585,1.4,0,1.3,0,81.9,0,15.4
Cha Tae Sik,2587,0,0,0,0,100,0,0
Cha Tae Sik,2590,0,0,0,0,100,0,0
Cha Tae Sik,2591,0,0,0,0,100,0,0
Cha Tae Sik,2599,0.2,0,0,0,1.7,0,98
No Myung Soo,2617,75.2,0,0.1,1.4,12.2,0.4,10.9
No Myung Soo,2624,0,0,0,0.3,99.4,0,0.2
Kim Chi Gon,2626,1.2,0,46,0,0.3,0.2,52.3
Kim Chi Gon,2651,13.4,0,0,0,36.9,0,49.8
Nam Seong Sik,2660,9.4,0,9.4,0.1,19.4,0,61.7
Nam Seong Sik,2661,18,0,2.1,0.1,14.3,0,65.5
Nam Seong Sik,2662,2.6,0,0.3,66.6,0,0.1,30.4
Nam Seong Sik,2663,0,0,4.1,0,87,0,8.9
Nam Seong Sik,2664,0.1,0,0.1,0,0.7,0,99.1
Nam Seong Sik,2671,0.1,0,0.7,0.9,0,0,98.3
Nam Seong Sik,2674,0,0,0,0,94.9,0,5.1
Nam Seong Sik,2677,0.6,0,0,0.1,0,0,99.3
Nam Seong Sik,2683,0.4,0,0.2,0,0,0,99.4
Nam Seong Sik,2686,0.5,0,0.6,0.3,11.7,0.1,86.7
Jeong So Mi,2767,0.7,0,2,0,90.7,0,6.7
Jeong So Mi,2769,1.2,0,1,0,52.9,0,44.8
Jeong So Mi,2775,1.7,0,0,0,12.5,0,85.8
Jeong So Mi,2779,0.6,0,0,0,14.3,0,85
Jeong So Mi,2806,43.8,0,0,0,26.2,0.3,29.6
Jeong So Mi,2825,0.1,0,0.1,0,88.2,0,11.6
Kim Chi Gon,2865,59.3,0,1.5,0,6.9,0,32.2
No Myung Soo,2865,1.6,0,5.1,0,85.9,0,7.4
No Myung Soo,2876,0,0,1.4,0,73.6,0,25
Kim Chi Gon,2876,28.8,0,2.2,0.3,40.6,0,28
Kim Chi Gon,2881,0,0,13,38.7,0,48,0.3
Kim Chi Gon,2887,0,0,0,0,0.4,0,99.6
Kim Chi Gon,2890,0.1,0,4.1,76.9,5.1,0.4,13.3
Kim Chi Gon,2899,1.5,0,1.4,0,30.3,0,66.8
Kim Chi Gon,2904,0.1,0,0.6,0,11.6,0,87.7
Kim Chi Gon,2906,0,0,2,0,89.3,0,8.7
Kim Chi Gon,2907,0,0,15,0,82.5,0,2.5
Kim Chi Gon,2908,0,0,3.3,0,96.4,0,0.3
Kim Chi Gon,2916,0.8,0,51,0,48.2,0,0
Kim Chi Gon,2933,0.2,0,0,0.5,15.7,0,83.6
Kim Chi Gon,2941,0,0,0,0.1,2.9,0,97
Nam Seong Sik,2950,99.4,0,0,0,0.5,0,0
Man Seok,2952,51.4,0,14.5,0,22.3,2.1,9.7
Nam Seong Sik,2954,6,0,0,0,0.1,0,93.9
Nam Seong Sik,2956,41.4,0.6,0.5,49.5,0.4,0,7.6
Jong Seok,2958,0.1,0,0.3,0.6,12.1,0.1,86.8
Jong Seok,2960,0.6,0,0.1,0,17.3,0,82
Jong Seok,2961,0.5,0,1.8,0.1,27.1,0,70.5
Jong Seok,2962,0.1,0,3.2,8.4,2.5,0,85.8
Jong Seok,2965,6.5,0,32.7,0,45,0,15.8
Jong Seok,2966,4.3,0,3.6,0.1,7.5,1.1,83.6
Nam Seong Sik,2967,1.2,0,59.1,39.6,0.2,0,0
Nam Seong Sik,2968,0,0,98.9,0.8,0.1,0,0.2
Jong Seok,2968,10,0,0,0.2,28.4,0,61.4
Man Seok,2972,0.1,0,0,0,1.1,0,98.7
Jong Seok,2976,0,0,0,0,1.2,0,98.8
Jong Seok,2977,0,0,0,0,0.3,0,99.7
Nam Seong Sik,2978,98,0,0.2,0,1.6,0,0.3
Jong Seok,2981,2.8,0,2.4,0,47.1,0.4,47.3
Nam Seong Sik,2983,0,0,0.4,0,17,0,82.7
Nam Seong Sik,2990,0,0,0.8,0,72.3,0,26.9
Nam Seong Sik,2991,0.2,0,84.1,0,12.4,1,2.4
Nam Seong Sik,2992,0.6,0,0.9,0,76.7,0,21.8
Nam Seong Sik,2994,10.4,0,1.5,0,61.7,0,26.4
Nam Seong Sik,2998,12,0,0,0,15.6,0,72.4
Jong Seok,3002,0.1,0,58.7,3.9,0.8,14.3,22.1
Jong Seok,3004,1.4,0.7,6.8,0.5,90.1,0,0.5
Jong Seok,3005,67.7,0,0.2,0,32.1,0,0
Jong Seok,3006,0.1,0,2.6,0.8,85.1,0,11.4
Jong Seok,3008,4.5,0,10.5,0.2,58.8,0,25.9
Man Seok,3008,75.5,0,0,0,2.2,0,22.3
Man Seok,3009,86.9,3.9,0.9,0.2,7.7,0,0.5
Man Seok,3010,65.9,1,3.3,0.1,13.8,0,15.9
Jong Seok,3013,0,0,0,0,0,0,100
Jong Seok,3015,0,0,93.3,0.4,0,6.3,0
Jong Seok,3016,0,0,0.8,1.2,0.1,0,97.9
Man Seok,3018,89.9,0,1.4,0,5.2,0,3.4
Man Seok,3032,0,0,15.5,0.3,76.4,0,7.8
Oh Myung Gyu,3064,0.9,0,0,0,1.3,0,97.8
Lam Loan,3069,8.8,0,1.2,0,87,0,3
Oh Myung Gyu,3070,1.6,0,11.9,0.1,86.2,0.1,0.1
Oh Myung Gyu,3071,0.2,0,0,0,99.8,0,0
Oh Myung Gyu,3074,0.4,0,15.6,0,83.3,0,0.6
Lam Loan,3076,0.3,0,0,0.1,0.2,0,99.4
Oh Myung Gyu,3078,0,0,0.8,0,97.3,0,1.9
Oh Myung Gyu,3082,17.7,1.5,14.1,2.9,63.8,0,0
Lam Loan,3085,0,0,0,0,0.1,0,99.8
Lam Loan,3087,0,0,0.3,0.1,0.6,0,99
Lam Loan,3091,0.2,0,0.1,0.1,0.2,0,99.4
Kim Chi Gon,3099,1.4,0,3.5,0,4.7,0,90.4
Kim Chi Gon,3101,0.2,0,5.4,0,88,0,6.4
No Myung Soo,3101,4,0,27.1,0,68.3,0,0.6
Kim Chi Gon,3103,2.1,0,2.7,0,71.9,0,23.3
No Myung Soo,3103,0,0,0,0,1,0,99
Kim Chi Gon,3104,3.9,0,2.9,0,58.3,0,34.9
No Myung Soo,3104,2.1,0,2.6,0,33.2,0,62.1
Kim Chi Gon,3111,2.1,0,0.5,0.1,66.9,0,30.4
No Myung Soo,3112,0.2,0,0.2,2.6,9.6,0,87.4
Kim Chi Gon,3112,0.1,0,10.3,0,89.6,0,0
No Myung Soo,3113,0,0,0,1.2,96.3,0,2.5
Kim Chi Gon,3113,0.1,0,0,0,99.9,0,0
Kim Chi Gon,3114,0.1,0,4.9,0,94.5,0,0.4
No Myung Soo,3114,58.3,0.4,2.8,2.1,7.4,0.9,28.2
No Myung Soo,3115,0,0,0,0,98.7,0,1.3
Kim Chi Gon,3115,0.2,0,14,0,62.5,0,23.3
Kim Chi Gon,3116,0.1,0,39.9,0,50.5,0,9.4
Kim Chi Gon,3117,0.1,0,9.3,0,90,0,0.6
Kim Chi Gon,3118,0,0,0,0,2.3,0,97.7
Kim Chi Gon,3121,1.7,0,8.4,0,69.7,0,20.3
Kim Chi Gon,3122,34.1,0,63.2,0,2.6,0,0.1
No Myung Soo,3123,0,0,0,0,100,0,0
Kim Chi Gon,3125,1.6,0,0.1,0,85.2,0,13.1
Kim Chi Gon,3131,44.3,0,0.1,0,1,0,54.5
Kim Chi Gon,3132,31.8,0,0.8,0,66.5,0,0.8
Kim Chi Gon,3133,33.6,0,2.2,0,11,0,53.2
Kim Chi Gon,3138,1.1,0,0.6,0,68.8,0,29.4
Cha Tae Sik,3140,0.1,0,0.3,1.1,3.5,0,95
Cha Tae Sik,3148,0,0,0,0,100,0,0
Cha Tae Sik,3149,0,0,0.1,0,99.9,0,0
Cha Tae Sik,3153,0.1,0,0,0,10.8,0,89.1
Cha Tae Sik,3154,0,0,0,0,4.4,0,95.6
Kim Chi Gon,3158,34.3,0,0,0,13.3,0,52.3
Cha Tae Sik,3162,0,0,0.1,0,99.9,0,0
Cha Tae Sik,3170,0,0,13.5,0,86.5,0,0
Cha Tae Sik,3173,0,0,0,0,13.4,0,86.5
No Myung Soo,3179,89.7,0,2.5,0,0.8,0.7,6.2
Kim Chi Gon,3179,4.4,0,1.2,0,31.6,0,62.7
No Myung Soo,3180,0.7,0,1.1,0,31.2,0,67
Kim Chi Gon,3180,9,0,1.2,0,42.1,0,47.6
Cha Tae Sik,3183,0,0,0,0,1.9,0,98.1
Cha Tae Sik,3192,1,0,1.6,0.1,27.8,0.1,69.3
Cha Tae Sik,3214,0,0,21.3,0.3,72.3,0.1,5.9
Cha Tae Sik,3216,0,0,0,0,13.3,0,86.7
Cha Tae Sik,3230,0.8,0,0.4,0,98.6,0,0.3
Cha Tae Sik,3234,30.6,0,0.1,0,62.8,0,6.4
Cha Tae Sik,3239,29.1,0,42.7,7.4,20.7,0,0
No Myung Soo,3253,0.1,0,0,0,1.1,0,98.8
Kim Chi Gon,3253,0.3,0,0,0.1,0.7,0,98.9
Kim Chi Gon,3264,20.1,0,0,0,4.8,0,75.1
Kim Chi Gon,3269,7.2,0,0,0,3.6,0,89.3
Kim Chi Gon,3270,2.1,0,6.4,0,62.4,0,29.1
Kim Do Chi,3290,0,0,0.8,0,98.5,0,0.6
Kim Do Chi,3293,0,0,36.7,0,7,0,56.2
Kim Do Chi,3294,86.9,0,3.2,7.4,2.5,0,0
Kim Do Chi,3296,0,0,0.9,0,0,0,99.1
Kim Do Chi,3297,0.5,0,1.7,0,97.7,0,0.1
Kim Do Chi,3298,0,0,7.3,1.3,27,0,64.4
Kim Do Chi,3299,0,0,38.6,2.5,46.9,0,12
Kim Do Chi,3300,0.2,0,30.8,1.6,8.9,6.2,52.4
Kim Do Chi,3301,0.1,0,3.4,0,95.9,0,0.6
Kim Do Chi,3302,17.4,0,9.6,0.1,55.1,0,17.9
Kim Do Chi,3303,0.8,0,5.7,0,93.3,0,0.1
Cha Tae Sik,3304,0,0,0,0,100,0,0
Cha Tae Sik,3305,0,0,0,0,100,0,0
Cha Tae Sik,3306,45.2,0,0,0,54,0,0.8
Jong Seok,3310,0,0,0,0,99.9,0,0.1
Jong Seok,3311,0,0,0,0,99.9,0,0.1
Kim Do Chi,3313,0,0,0.1,0,94.5,0,5.4
Kim Do Chi,3315,0,0,0,0.9,48.7,0,50.4
Kim Do Chi,3316,0,0,1.2,0,97.1,0,1.7
Kim Do Chi,3318,16.8,0.1,53.7,0.3,22.1,1.9,5.1
Kim Do Chi,3322,0,0,0.1,0,99.9,0,0
Kim Do Chi,3331,0,0,0,0,100,0,0
Kim Do Chi,3333,0,0,0,0,100,0,0
Kim Do Chi,3334,0,0,0.1,0,0.4,0,99.5
Kim Do Chi,3336,8.6,0,1.5,0,89.8,0,0
Kim Do Chi,3338,20.5,0,5.3,0,18,0,56.2
Kim Do Chi,3342,6.4,0,34.9,18.8,4.8,15.1,20.1
Kim Do Chi,3344,0.9,0,0,0,5.9,0,93.1
Cha Tae Sik,3347,0,0,0,0,99.1,0,0.9
Kim Chi Gon,3368,0,0,100,0,0,0,0
No Myung Soo,3368,0,0,0.2,0,99.8,0,0
Kim Chi Gon,3369,0,0,4.8,0,93.1,0,2.1
No Myung Soo,3369,0.2,0,0,0,87.7,0,12.1
Cha Tae Sik,3373,0,0,0,0,99.9,0,0
Cha Tae Sik,3374,0,0,3.3,0,96.7,0,0
Cha Tae Sik,3375,0,0,26.7,0,73.3,0,0
Cha Tae Sik,3376,0.2,0,0,0,99.8,0,0
Cha Tae Sik,3385,0.1,0,1.4,0,96.5,0,2
Cha Tae Sik,3389,1.1,0,2.3,0,94.9,0,1.7
Cha Tae Sik,3390,1.3,0,0.2,0,88.2,0,10.4
Man Seok,3392,8.3,0,0,0.4,58,0,33.2
Cha Tae Sik,3393,0.7,0,2.6,0.1,93.6,0,3
Man Seok,3394,3.5,0,0,0,69.3,0,27.2
Man Seok,3395,1.9,0,0.2,1.6,1.1,0.2,95
Cha Tae Sik,3396,0,0,0,0,100,0,0
Man Seok,3396,0,0,0,0,0.7,0,99.3
Cha Tae Sik,3397,0.1,0,0.1,0,99.8,0,0
Man Seok,3400,0.1,0,0,79.7,0.1,0,20.2
Man Seok,3404,0.2,0,0,0,12.4,0,87.4
Cha Tae Sik,3404,64.9,0,0,0,31.9,0,3.2
Cha Tae Sik,3405,2.6,0,0,0,97.1,0,0.2
Man Seok,3405,0,0,21,17.4,0.2,49.8,11.6
Man Seok,3408,0.6,0,0.1,0,92.3,0,7.1
Cha Tae Sik,3408,24.4,0,0,0,73.8,0,1.8
Cha Tae Sik,3409,0,0,0,0,100,0,0
Man Seok,3410,11.3,0,1.2,0,64.2,0,23.3
Cha Tae Sik,3410,0.6,0,0,72.7,26.2,0,0.5
Man Seok,3422,0.2,0,0.2,0,4.6,0,95
Man Seok,3426,34.8,0,0.7,0,9.9,0,54.6
Man Seok,3427,3.3,0,5.5,0.4,5.3,0.4,85.1
Cha Tae Sik,3430,8.1,0,0,0.1,90.9,0,0.9
Man Seok,3436,0,0,0.3,0.3,40,0,59.3
Jong Seok,3438,1,0,0.8,0,68.9,0,29.3
Jong Seok,3441,1.1,0,0,0,98.8,0,0.1
Jong Seok,3443,0,0,0,0,99.9,0,0
Man Seok,3444,0.1,0,1,0,68,0,30.9
Jong Seok,3444,0,0,0.9,0,99.1,0,0
Kim Do Chi,3460,0.2,0,9.4,0.8,0.3,89.2,0.2
Kim Do Chi,3461,27.1,0,67,0,3.7,1.7,0.4
Kim Do Chi,3462,1.4,0,0,0.1,0.3,0,98.1
Kim Do Chi,3463,1.8,0,0,0,2,0,96.2
Cha Tae Sik,3468,0,0,0,0,73.9,0,26
Cha Tae Sik,3469,0,0,0,0,99.8,0,0.2
Kim Do Chi,3471,7.7,0,2.8,0,60.5,0,29
Kim Do Chi,3473,0,0,95.7,0,4.3,0,0
Kim Do Chi,3487,0.6,0,49.5,0,50,0,0
Cha Tae Sik,3496,45.7,0,0.3,0,53.7,0,0.3
Kim Do Chi,3499,85.7,0,12.9,0,1.3,0,0.1
Kim Do Chi,3505,79.2,1.5,16.3,0,2.7,0.1,0.1
Kim Do Chi,3513,0.5,0,12.6,1.3,82.1,0.4,3.1
Kim Do Chi,3518,27.1,0,0.5,0,22.9,0,49.5
Kim Do Chi,3525,6.6,0,52,0,36.3,0,5.1
Kim Do Chi,3528,75.8,0,0.3,0,7.9,0,15.9
Kim Do Chi,3529,2.2,0,7.5,8.9,75.4,3.5,2.5
Kim Do Chi,3530,8.3,0,15.8,13.9,28.8,17.5,15.6
Cha Tae Sik,3531,0,0,0,0,3.9,0,96.1
Cha Tae Sik,3535,0,0,0,0,3.3,0,96.6
Kim Do Chi,3536,0,0,25.4,0,62.4,0,12.1
Cha Tae Sik,3539,0.1,0,1.5,0,98.4,0,0
Kim Do Chi,3540,44.6,0,6.8,0,14,0,34.5
Cha Tae Sik,3541,0,0,0,0,94.4,0,5.5
Kim Do Chi,3542,1.4,0,98.2,0,0,0,0.4
Kim Do Chi,3544,0,0,0,0,4.9,0,95
Kim Do Chi,3545,83.9,0,0,0,0.1,0,16
Kim Do Chi,3546,95.4,0,0,1.5,3.1,0,0
Cha Tae Sik,3547,0.2,0,1,0,97.5,0,1.2
Kim Do Chi,3548,15.1,0,3.5,4,4,0,73.4
Cha Tae Sik,3549,1.3,0,0.4,0,97.8,0,0.5
Cha Tae Sik,3550,0.9,0,0.3,0,92.7,0,6.1
Kim Do Chi,3552,0.6,0,0.2,0,99.1,0,0
Cha Tae Sik,3555,90.9,0,4.7,4.3,0.1,0,0
Lam Loan,3558,4.7,0,16.8,0.3,56.4,0,21.8
Lam Loan,3559,14.9,0,3.2,0,50.2,0,31.7
Cha Tae Sik,3562,0,0,0,0,100,0,0
Cha Tae Sik,3565,0.1,0,1.1,0,98.3,0,0.5
Cha Tae Sik,3566,0.4,0,0.1,0,5.4,0,94.2
Kim Do Chi,3569,1.3,0,94.9,0,3.7,0,0.1
Kim Do Chi,3570,0,0,98.5,0,1.5,0,0
Kim Do Chi,3571,6.2,0,92.7,0,1.1,0,0
Cha Tae Sik,3573,0.1,0,8.7,0,90.8,0,0.4
Kim Do Chi,3576,14.9,0,7.7,0,66.4,0,11
Kim Do Chi,3577,10,0,89.9,0.1,0,0,0
Kim Do Chi,3578,97.9,0,1.6,0.3,0.1,0,0
Kim Do Chi,3579,8,0,1.4,0,77.8,0,12.7
Lam Loan,3583,0.9,0,0.1,0,21.7,0,77.3
Kim Do Chi,3584,0.1,0,0,0,0.1,0,99.8
Lam Loan,3585,3.1,0,7.8,0,23.8,0,65.3
Kim Do Chi,3586,0,0,99.4,0,0.4,0,0.2
Kim Do Chi,3587,75.3,0,0.6,0,6.1,0,18
Kim Chi Gon,3588,11.4,0,0.3,0,8.8,0,79.5
No Myung Soo,3589,3,0,25.1,0,66.3,0,5.6
Lam Loan,3593,0.1,0,7.3,0,21.8,0.2,70.7
Lam Loan,3597,0.5,0,0.2,0.1,2.5,0.1,96.6
Lam Loan,3601,0.8,0,0,0.1,0.9,0,98.3
Lam Loan,3602,0.8,0,7.9,1.6,0,89.7,0
Lam Loan,3605,13.6,0,5.7,0.3,29.5,0.2,50.6
