name,timestamp,angry,disgust,fear,happy,sad,surprise,neutral
Lam Loan,3608,0.9,0,0,0,0.4,0,98.6
Lam Loan,3610,5.6,0,0.2,0,10.5,0,83.7
Lam Loan,3613,26.5,0,10.5,8.6,21.8,7,25.6
Lam Loan,3614,32.7,0,9.5,0,30.1,0.1,27.5
Lam Loan,3615,0.1,0,0.1,0,66,0,33.8
Lam Loan,3616,7,0,40.5,0,31.9,0,20.6
Lam Loan,3617,88.8,0.1,1.9,0,8.6,0,0.6
Lam Loan,3622,0,0,85.5,0,14,0,0.4
Lam Loan,3629,99.5,0,0.3,0,0.2,0.1,0
Lam Loan,3630,66.8,0,19.3,0.2,12.5,0.1,1.2
Lam Loan,3634,16.9,0,4.5,1.8,22.9,0.1,53.8
Cha Tae Sik,3635,1.6,0,84,0,12,0,2.4
Lam Loan,3637,0.8,0,0.9,53.4,1.5,13.8,29.7
Cha Tae Sik,3640,83.1,0,0,1.8,6.2,0,8.8
Lam Loan,3641,7.3,0,0.8,0.2,72.5,0,19.2
Lam Loan,3642,0.4,0,25.1,0,34.1,0,40.2
Lam Loan,3647,28,0,0,22.8,29.1,0,20
Cha Tae Sik,3652,39.3,0,11.5,49,0,0.2,0
Lam Loan,3653,16.1,0,6.9,0,33.6,0,43.4
Lam Loan,3660,0,0,3.8,0,94.8,0,1.4
Lam Loan,3663,2.4,0,0.3,1.1,0.2,0,96
Lam Loan,3664,27.9,0,2.1,0,1.9,0,68
Lam Loan,3666,10.1,0,24.1,0,53.7,0,12.1
Lam Loan,3668,65.2,0,25.5,8.3,0.5,0.5,0.1
Lam Loan,3673,0.1,0.1,95.4,1.6,0.3,0.3,2.3
Lam Loan,3679,89.3,0,0.2,6.8,0.1,0.1,3.5
Lam Loan,3680,76.5,0,0,12.7,8.6,0,2.2
Lam Loan,3681,0.1,0,0,0,2.3,0,97.6
Cha Tae Sik,3684,4.1,0,7.2,9.4,78.9,0,0.4
Cha Tae Sik,3691,0.4,0,0.1,8.7,71.7,0,19.1
Cha Tae Sik,3692,0,0,0.3,0,99.6,0,0.1
Lam Loan,3693,4.2,0,0,0,10.1,0,85.7
Cha Tae Sik,3694,0.9,0,0.4,0.1,34.1,0,64.5
Lam Loan,3695,0.1,0,0,0,1.9,0,98
Cha Tae Sik,3695,0.1,0,3.5,2.3,2.5,0,91.6
Cha Tae Sik,3697,1.2,0,0,0,98.8,0,0
Lam Loan,3699,21.5,0,1.5,0,26,0,51
Lam Loan,3700,28.2,0,1.1,0,31.3,0,39.4
Cha Tae Sik,3701,0,0,0,0,100,0,0
Lam Loan,3702,42.7,0,0.1,0.1,12.1,0,45
Lam Loan,3708,25.7,0,0.3,0.1,8.1,0.1,65.7
Lam Loan,3709,0,0,0,0.1,58.2,0,41.7
Lam Loan,3713,28.2,0,0.7,0,33.3,0,37.7
Lam Loan,3714,24.4,0,0.3,0.1,31.4,0,43.9
Lam Loan,3715,45.9,0.1,5.4,0.6,32.5,0.2,15.3
Cha Tae Sik,3716,0.2,0,0,0,2.3,0,97.4
Cha Tae Sik,3725,0,0,0,0,100,0,0
Man Seok,3728,16.4,0,0,0,7,0,76.5
Cha Tae Sik,3729,0,0,0,0,100,0,0
Man Seok,3730,100,0,0,0,0,0,0
Man Seok,3731,0,0,0,95.3,0.1,0,4.6
Lam Loan,3732,0.8,0,1.1,0,91.4,0,6.7
Man Seok,3732,0.5,0,0,30.5,14.3,0,54.8
Kim Chi Gon,3733,0,0,0,0,19.3,0,80.7
Kim Chi Gon,3734,7.3,0,9.5,0,75.8,0,7.4
Kim Chi Gon,3735,0,0,0,0,7.2,0,92.7
Man Seok,3736,0.9,0,0,99,0,0,0
Man Seok,3737,0,0,0.1,0,99.9,0,0
Kim Chi Gon,3738,2.4,0,0.2,0,60.6,0,36.8
Man Seok,3739,47.9,0,0.3,0,51.5,0,0.3
Man Seok,3740,3.4,0,0,13,32.4,0,51.2
Man Seok,3741,100,0,0,0,0,0,0
Man Seok,3743,0,0,17.7,0,13.6,0,68.7
Lam Loan,3744,0,0,0,0,0,0,100
Lam Loan,3745,2.5,0,0,0,66.4,0,31.1
Cha Tae Sik,3746,0.3,0,0.2,0.1,3.7,0,95.8
Cha Tae Sik,3747,0.1,0,0.4,0,12.6,0,86.9
Lam Loan,3748,27.5,0,0.1,4.3,61.4,0,6.7
Lam Loan,3749,1.4,0,0,0.3,3.9,0,94.4
Cha Tae Sik,3752,0.8,0,0,0,58,0,41.2
Kim Chi Gon,3759,0,0,0,0,1.9,0,98.1
Jong Seok,3772,3.5,0,0,0.2,39.5,0,56.8
Man Seok,3774,2.4,0,1.1,0,26.9,0,69.5
Man Seok,3775,0,0,0.1,0,1.1,0,98.8
Cha Tae Sik,3776,0,0,0,0,100,0,0
Man Seok,3781,64.8,0,0.1,1.7,18.3,0.6,14.5
Man Seok,3782,5.6,0,0.8,0,79.5,0,14.1
Cha Tae Sik,3798,54.8,0,0,0.3,41.8,0,3.1
Cha Tae Sik,3805,82.3,0,0.3,1.8,9.5,0,6.1
Cha Tae Sik,3806,0,0,21.1,3.9,74.9,0,0.1
Cha Tae Sik,3807,0,0,0,0,2.1,0,97.9
Kim Chi Gon,3816,35.8,0,2.3,0.3,4.2,0.5,56.9
Kim Chi Gon,3817,0.4,0,0,0,3.1,0,96.4
Kim Chi Gon,3818,1.1,0,0,62.7,1.1,0,35
Cha Tae Sik,3819,0.8,0,12.1,0,86.1,0,1
Kim Chi Gon,3827,40.6,0,49,0,9.1,0,1.3
Kim Chi Gon,3828,0,0,0.1,93.5,0,1.4,5
Kim Chi Gon,3829,7.8,0,43.2,3,0.7,11.2,34.1
No Myung Soo,3830,98.1,0,0.1,0.4,1,0,0.5
Kim Chi Gon,3830,0,0,0,80.3,0,0,19.7
Kim Chi Gon,3831,11,0,0.8,1.2,9.1,0.1,77.8
Kim Chi Gon,3832,0,0,0,100,0,0,0
No Myung Soo,3832,0.2,0,7.4,0,8.6,0,83.8
Cha Tae Sik,3839,0,0,0,0,10.1,0,89.8
Cha Tae Sik,3840,4.5,0,15.7,0.1,26.2,0,53.5
Cha Tae Sik,3841,0.2,0,0,0,1.4,0,98.4
Man Seok,3847,0.2,0,8.5,81.9,9.2,0.1,0
Man Seok,3848,0.3,0,70.3,0,6.5,0,22.8
Man Seok,3849,0,0,0.1,0,89.7,0,10.1
Cha Tae Sik,3851,0.2,0,0.7,0,9.5,0,89.6
Cha Tae Sik,3852,2.8,0,60.1,0,9.7,0.1,27.3
Cha Tae Sik,3853,0.9,0,2.1,0,2.5,0,94.5
Cha Tae Sik,3855,1.1,0,0.2,0,3.3,0,95.4
Man Seok,3856,0,0,69.2,0,2.8,0,27.9
Lam Loan,3859,6.5,0,0.2,0,34.4,0,58.9
Lam Loan,3860,0.1,0,4.3,0,46.5,0,49.2
Man Seok,3861,0,0,54.6,0,16.9,0,28.5
Man Seok,3862,0,0,5.7,0,84.8,0,9.4
Man Seok,3863,0,0,1,0,0.2,0,98.8
Cha Tae Sik,3866,6.9,0,12.6,0.6,40.4,0.7,38.9
Man Seok,3868,0,0,97.9,0,2.1,0,0
Cha Tae Sik,3871,0,0,0,0,1.9,0,98.1
Man Seok,3872,0,0,0.4,0,99.5,0,0.1
Man Seok,3873,4.8,0,1.6,91.1,2.5,0,0
Cha Tae Sik,3874,0.6,0,0.8,0,67.3,0,31.3
Cha Tae Sik,3876,0.2,0,1.6,0,51.2,0,46.9
Cha Tae Sik,3877,0.6,0,0.2,0,17.8,0,81.4
Man Seok,3878,2.1,0,18,0.7,66.6,0,12.6
Man Seok,3879,77.4,0,10.2,0.2,5.8,0,6.3
Cha Tae Sik,3882,1.8,0,13.4,0,84.2,0,0.5
Man Seok,3885,8.2,0,82.6,0,8.7,0,0.4
Man Seok,3887,94.2,0,3.1,0.1,0.8,0.1,1.7
Man Seok,3888,7.7,0.2,28,4.4,55.9,0.4,3.4
Man Seok,3889,0.3,0,0.1,0,8.1,0,91.5
Man Seok,3890,34,0.6,44.2,0.7,17.3,0.6,2.6
Cha Tae Sik,3891,0.2,0,3.8,0,94.9,0,1
Cha Tae Sik,3893,17.3,0,5.8,0,19.4,0.1,57.4
Cha Tae Sik,3894,0,0,0.4,0,99.6,0,0
Cha Tae Sik,3899,1.4,0,2,0,87.9,0,8.7
Cha Tae Sik,3900,1.2,0,17.3,0,81.5,0,0.1
Man Seok,3903,2.7,0,46.6,0,47.1,0,3.6
Man Seok,3904,0.1,0,97.5,0,1.6,0,0.7
Cha Tae Sik,3905,38.9,0,20.1,0,35.6,0,5.4
Cha Tae Sik,3906,78.5,0,18.9,0,2.2,0.2,0.2
Cha Tae Sik,3907,59.9,0,12.7,0,26,0,1.4
Cha Tae Sik,3909,68.9,0,27.8,0,2.9,0,0.4
Cha Tae Sik,3910,99.1,0,0.8,0,0.1,0,0
Cha Tae Sik,3912,89.3,0,7.8,0,2.8,0,0.1
Cha Tae Sik,3913,99,0,0.9,0,0.2,0,0
Cha Tae Sik,3915,4.4,0,35.3,0,0,60.3,0
Cha Tae Sik,3916,99.8,0,0.2,0,0,0,0
Man Seok,3918,13.8,0,57.9,0,28.3,0,0
Man Seok,3919,14.8,0,44.4,0,40.7,0,0.1
Man Seok,3921,0.2,0,98.3,0,1,0.4,0.2
No Myung Soo,3929,0,0,0,0,0,0,100
Kim Chi Gon,3931,88.7,0,0.1,0,11.2,0,0
Kim Chi Gon,3939,0,0,85.3,4.1,10.6,0,0
Kim Chi Gon,3943,0,0,0.1,60.4,0.8,0.2,38.5
Kim Chi Gon,3948,0,0,1.3,0,96.4,0,2.3
Kim Chi Gon,3953,0,0,1.2,0,12.2,0,86.6
Kim Chi Gon,3964,0,0,7,0,2.5,0,90.5
Kim Chi Gon,3977,2.1,0,0.2,0,82,0,15.8
Kim Chi Gon,3978,40.9,0,0.1,0,17.4,0,41.7
Moon Dal Seo,3986,8.7,0,0,0,16.9,0,74.3
Moon Dal Seo,3991,2.2,0,0.1,1,42.1,0,54.7
Cha Tae Sik,3996,0,0,0,0,100,0,0
Moon Dal Seo,4002,92.6,1.5,3.8,0.2,1.3,0.1,0.5
Moon Dal Seo,4006,84.5,0,0.2,0.1,11,0,4.2
Cha Tae Sik,4009,5.8,0,17.4,4,5.6,5.7,61.5
Cha Tae Sik,4013,51.4,0,0.9,0.2,21.1,0.1,26.3
Cha Tae Sik,4014,0.6,0,31.5,0.2,67.5,0,0.2
Cha Tae Sik,4017,18.6,0.1,0.2,80.1,1,0,0.1
Cha Tae Sik,4020,64.3,0,0.3,0.1,33.5,0.1,1.7
Moon Dal Seo,4027,51.2,0.3,20.3,18.1,3.6,2,4.5
Cha Tae Sik,4210,2.6,0,0,0.9,96.3,0,0.2
Moon Dal Seo,4213,0,0,0,0,2.7,0,97.3
Cha Tae Sik,4219,0.7,0,0,0.1,99.1,0,0.1
Moon Dal Seo,4225,2,0,2,24.4,69,0,2.6
Moon Dal Seo,4229,0,0,3.8,0,92.8,0,3.4
Cha Tae Sik,4229,70.9,0,0,3.2,6.8,10.1,9
Cha Tae Sik,4234,0.9,0,0,0.4,98.6,0,0
Moon Dal Seo,4239,0.1,0,0,0.1,0.4,0,99.5
Cha Tae Sik,4246,68.2,0,0,2.4,7.8,13.1,8.4
Cha Tae Sik,4249,53.9,0,0.2,13.9,14.1,3.6,14.2
Cha Tae Sik,4299,0,0,0,0,100,0,0
Moon Dal Seo,4299,0,0,0,0,0.1,0,99.9
Cha Tae Sik,4329,0,0,0,0,100,0,0
Moon Dal Seo,4329,0.2,0,0.3,0.1,3.6,0,95.8
No Myung Soo,4370,5.1,0,4,4.3,1.3,1.5,83.8
Kim Chi Gon,4370,1.7,0,92.6,0.1,5.5,0.1,0
Kim Chi Gon,4380,18.5,0,1.4,0.1,30.4,1.2,48.4
Cha Tae Sik,4387,99.9,0,0,0,0,0,0
Cha Tae Sik,4394,4.5,0,0.4,17.3,32.2,0,45.6
Cha Tae Sik,4397,0,0,0,13.1,0,0,86.9
Cha Tae Sik,4402,1.2,0,0,0,2.7,0,96.1
Cha Tae Sik,4406,15.2,0,1.8,0,4.7,0,78.2
Cha Tae Sik,4416,0.7,0,14.5,0.6,1.2,0,82.9
Cha Tae Sik,4418,0,0,0,31.9,0,0,68
Cha Tae Sik,4419,3.3,0,0,19.3,0.2,0,77.2
Cha Tae Sik,4443,0,0,3.6,0,95.1,0,1.3
Cha Tae Sik,4444,0,0,1,15.8,72,0,11.2
Kim Chi Gon,4463,1.4,0,0,0,13.2,0,85.3
Cha Tae Sik,4467,6.1,0,0.2,0,44.8,0,48.9
No Myung Soo,4468,0.2,0,5.3,0,81.4,0,13.1
Kim Chi Gon,4468,6.9,0,88.4,0,4.7,0,0.1
No Myung Soo,4471,0,0,0,0,99.8,0,0.2
Kim Chi Gon,4471,83.2,0,6,0,8.3,0,2.5
Kim Chi Gon,4472,45.8,0,54.2,0,0,0,0
Cha Tae Sik,4473,19.5,0,1.6,0,65.1,0,13.7
Kim Chi Gon,4475,0,0,0,0.6,97.6,0,1.9
Cha Tae Sik,4480,7.4,0,0.4,0,86.4,0,5.8
Kim Chi Gon,4481,0.1,0,0,0.7,87.3,0,11.9
Cha Tae Sik,4483,0,0,3.5,0.5,5.6,0,90.3
Kim Chi Gon,4485,0.1,0,0,93.1,0.1,0,6.7
Cha Tae Sik,4491,6.4,0,0.4,0,89.3,0,4
Kim Chi Gon,4495,0.6,0,0,54.6,4.4,0,40.3
Cha Tae Sik,4507,26.1,0,2,0.1,67.2,0,4.7
Kim Chi Gon,4510,0.2,0,0,0,4.9,0,94.9
Cha Tae Sik,4511,0,0,0.6,0.2,22,0,77.2
Kim Chi Gon,4522,0.1,0,0.1,0.1,97.4,0,2.3
No Myung Soo,4524,0.1,0,0,0,19.1,0,80.7
Kim Chi Gon,4525,20.5,0,42.7,0,20.6,0.7,15.5
Kim Chi Gon,4526,4.4,0,8.5,2.2,27.5,0,57.4
No Myung Soo,4526,1.5,0,0,0,3,0,95.5
No Myung Soo,4527,0.1,0,1.5,0.1,0,95.9,2.3
Kim Chi Gon,4527,0.2,0,0.4,0.1,1.2,0.1,98
Kim Chi Gon,4528,1.4,0,0.2,0.4,5.7,0,92.3
No Myung Soo,4528,75.9,0.4,3.9,0.1,4.2,6.4,9.1
Kim Chi Gon,4529,0.6,0,4,0,95.5,0,0
No Myung Soo,4529,5.1,0,3.2,0,84.8,0,6.9
No Myung Soo,4530,4.9,0,1.7,0,3.9,12.8,76.7
Kim Chi Gon,4530,1.2,0,0.1,6,8.2,0.1,84.4
No Myung Soo,4531,6.2,0,62.7,0,4.3,0.3,26.5
Kim Chi Gon,4531,0.1,0,0,65.1,1.8,0,33.1
No Myung Soo,4532,56.5,0,2.9,0,13.8,0,26.8
Kim Chi Gon,4532,0.5,0,0,89.5,1.2,0,8.9
No Myung Soo,4533,39.3,0,3.8,0,16.7,0,40.3
Kim Chi Gon,4533,0.2,0,0,0,27.5,0,72.3
No Myung Soo,4534,7.9,0,0.4,0,2.3,0,89.3
Kim Chi Gon,4534,24.3,0,0.6,1.8,25.8,0,47.4
No Myung Soo,4535,38.5,0.3,2.7,0,18,0,40.5
Kim Chi Gon,4535,0,0,0.1,0,99.9,0,0
No Myung Soo,4536,9.3,0,29.9,0,24.6,0,36.3
Cha Tae Sik,4540,79.3,0,0,0.6,4.9,0.7,14.4
Cha Tae Sik,4547,27.5,0.2,65.6,0,1.9,0.7,4.2
Cha Tae Sik,4551,0,0,3,0,96.9,0,0.1
Cha Tae Sik,4552,0.2,0,1.6,0.1,88.6,0,9.4
Cha Tae Sik,4553,0.2,0,1,76.7,8,0,14
Cha Tae Sik,4557,0,0,0.7,2.2,95.5,0,1.6
Cha Tae Sik,4558,0,0,0.5,0,98.1,0,1.3
Jeong So Mi,4560,0,0,0,0,1.5,0,98.5
Jeong So Mi,4561,0,0,0,0,2.9,0,97.1
Jeong So Mi,4564,0,0,0,0,23.2,0,76.8
Jeong So Mi,4573,0.1,0,0,0,86.1,0,13.8
Jeong So Mi,4605,0.1,0,0,0,9.3,0,90.6
Lam Loan,4609,0,0,0.2,0,98.6,0,1.2
Jeong So Mi,4613,0,0,0,0,9.5,0,90.5
Jeong So Mi,4614,0.3,0,0,0,87.4,0,12.4
Lam Loan,4617,0.1,0,0,0,99.8,0,0.1
Jeong So Mi,4619,0,0,0.3,0,97.1,0,2.6
Lam Loan,4625,19.7,0,57.3,0,20.9,0,2.1
Cha Tae Sik,4627,14.6,0,7.4,0,36.3,0,41.7
Cha Tae Sik,4631,91.2,0,0.1,8.1,0.2,0,0.4
Cha Tae Sik,4632,78.7,0,0.2,20.6,0,0,0.5
Cha Tae Sik,4633,58.9,0,25,0.3,0.1,3.8,12
Cha Tae Sik,4634,25.2,0,1.5,0.8,1.8,0.3,70.4
Cha Tae Sik,4638,90.9,0,0.9,0,0.5,0.2,7.5
Cha Tae Sik,4639,0,0,1.3,0.1,98.3,0,0.3
Cha Tae Sik,4640,6,0,4.1,30.8,0.4,0.4,58.3
Cha Tae Sik,4642,7.4,0,12,74.7,4.9,0.8,0.1
Cha Tae Sik,4644,30.1,0,31.3,0.3,2.5,0.3,35.5
Cha Tae Sik,4647,0.1,0,0,0,0,0,99.8
No Myung Soo,4662,0,0,77,0.3,22.6,0,0.1
No Myung Soo,4668,1.7,0.1,0.2,89.2,1.8,0,7
No Myung Soo,4670,5.8,0,0.4,0,0,93.6,0.2
No Myung Soo,4671,75.6,0,17.8,0,2.7,0,3.9
No Myung Soo,4673,0.1,0,1.9,6.7,81,0,10.2
No Myung Soo,4674,6.7,0,70.4,0.6,0.1,18.8,3.4
No Myung Soo,4675,0.2,0,2.8,0,43,0,54
No Myung Soo,4677,95.5,0,0.3,0,0.7,0,3.4
No Myung Soo,4680,0.3,0,1.4,0,0.7,0,97.5
No Myung Soo,4681,0.1,0,94.9,0,5,0,0
No Myung Soo,4685,3.1,0,27.9,0,69,0,0
No Myung Soo,4686,0,0,4.1,0.6,0,94.9,0.3
No Myung Soo,4690,9.3,0,0.1,0,3.7,0,86.9
No Myung Soo,4692,0.7,0,77,7,3.5,8.2,3.6
Kim Chi Gon,4693,89.3,0.4,4.4,0,3.7,0,2.2
Kim Chi Gon,4698,0.9,0,0,0,4.4,0,94.7
Kim Chi Gon,4704,48.7,0,0,0,28.9,0,22.4
Kim Chi Gon,4705,17.6,0,5.4,0,49.3,0,27.7
No Myung Soo,4708,0.6,0,0.1,0,19.1,0,80.1
Kim Chi Gon,4708,1.9,0,41.8,3.6,7.6,0.6,44.4
No Myung Soo,4710,0,0,0.1,80.1,0.6,0,19.2
Kim Chi Gon,4710,0,0,0,6.9,0.2,0,92.9
Kim Chi Gon,4717,21.6,0,1.2,0.3,17.2,0,59.7
No Myung Soo,4734,3.2,5.6,22.1,9.8,56.4,0,2.8
Kim Chi Gon,4734,16.9,0.3,34.5,0.7,12.2,1.2,34.2
No Myung Soo,4736,0,0,0,99.9,0.1,0,0
Kim Chi Gon,4736,6.6,0,6.2,0,25.8,0,61.5
No Myung Soo,4740,0.1,0,2.7,0,97.2,0,0
Kim Chi Gon,4740,0,0,8,0,21.2,0,70.8
Kim Chi Gon,4743,0.5,0,8.9,0,71.3,0,19.3
No Myung Soo,4743,32.6,0,16.4,16.1,0,34.9,0
No Myung Soo,4748,0.1,0,0,0,0.1,0,99.8
Kim Chi Gon,4748,0.1,0,79.8,7.6,1.7,0.3,10.4
Kim Chi Gon,4756,0,0,0.2,0,0.5,0,99.4
No Myung Soo,4756,0.6,0,0.2,0,1.9,0,97.2
Cha Tae Sik,4783,15.3,0,0.5,0,47.5,0,36.7
Cha Tae Sik,4788,12,0,5.4,0,51.3,0.1,31.2
Cha Tae Sik,4793,0,0,0.6,0,99.4,0,0
Kim Chi Gon,4799,0,0,0.1,0,1.2,0,98.6
Cha Tae Sik,4805,0.5,0,19.5,0.3,43.7,0,36
Cha Tae Sik,4807,0,0,0,31,0,0,69
Cha Tae Sik,4812,69.7,13.3,5.4,0.2,9.8,0,1.4
Cha Tae Sik,4823,0,0,0,100,0,0,0
Jeong So Mi,4861,0,0,0.3,0,86.7,0,12.9
Jeong So Mi,4862,79.8,0,20,0,0.2,0,0
Cha Tae Sik,4869,0,0,0,0,100,0,0
Cha Tae Sik,4872,0,0,0,0,100,0,0
Cha Tae Sik,4901,0.2,0,1.8,0,97.7,0,0.4
Cha Tae Sik,4925,81.4,0,2.8,4,10.6,0.6,0.7
Cha Tae Sik,4931,0.2,0,5.3,1.4,82.2,3.6,7.4
Cha Tae Sik,4934,3.6,0,0.1,11.1,13.8,0.8,70.7
Cha Tae Sik,4942,0,0,0.1,0,96.5,0,3.3
Cha Tae Sik,4944,0,0,0,0,0,0,100
Cha Tae Sik,4945,0.3,0,4.3,0,30.7,0,64.7
Cha Tae Sik,4954,0,0,98.4,0,1.6,0,0
Cha Tae Sik,4955,0.3,0.2,19.5,1.1,75.2,0.3,3.5
Cha Tae Sik,4977,3.7,0,0,1.6,35,0,59.7
Cha Tae Sik,5011,94,0,0.2,0,5.7,0,0.1
Cha Tae Sik,5019,8.8,0,5.4,0,84.6,0,1.2
Cha Tae Sik,5024,0.2,0,0,0,0.7,0,99.1
Cha Tae Sik,5045,2.5,0,0.2,0.3,50.1,0,47
Cha Tae Sik,5062,4.5,0,0.2,0,45.4,0,49.9
Cha Tae Sik,5067,80.2,0,3.6,0.4,14.4,0,1.4
Cha Tae Sik,5072,0.9,0,0,0,7.9,0,91.2
Cha Tae Sik,5074,58.2,0,0,0,8.4,0,33.3
Cha Tae Sik,5087,70.5,0,2.6,0,9.5,0,17.4
Jong Seok,5090,0,0,0,0,3.5,0,96.4
Cha Tae Sik,5092,99.3,0,0.1,0,0.5,0,0.1
Jong Seok,5095,1.3,0,11.5,0.2,35.3,0,51.7
Jong Seok,5097,0.9,0,85,0.1,13.7,0.1,0.1
Cha Tae Sik,5099,98.6,0,0.9,0,0.4,0,0
Cha Tae Sik,5118,0.4,0.2,0.8,0.8,41.7,0,56.1
Cha Tae Sik,5130,6.3,0,0.1,0,85.9,0,7.7
Cha Tae Sik,5133,40.5,0,0,0.3,14.6,0.2,44.5
Cha Tae Sik,5134,0.1,0,0.1,0,99.8,0,0
Cha Tae Sik,5138,0,0,27.4,0,0.3,0.7,71.6
Cha Tae Sik,5147,6.5,0,0.1,2.6,7,7,76.8
Cha Tae Sik,5148,0,0,0,0.1,29.9,0,70
Cha Tae Sik,5182,0.1,0,0.5,0,3.3,0,96.1
Cha Tae Sik,5186,0,0,0.1,0,0.9,0,99
Cha Tae Sik,5189,0.1,0,0.9,0,95.2,0,3.8
Cha Tae Sik,5193,2.2,0,0.3,0,67.4,0,30
Cha Tae Sik,5204,0.1,0,0.1,0,12.8,0,87.1
Cha Tae Sik,5207,0,0,0.2,0,92.9,0,6.8
Cha Tae Sik,5228,17.9,0,3.6,0,21.9,0.4,56.2
Cha Tae Sik,5229,0.3,0,0.3,0,0.6,0,98.8
Cha Tae Sik,5231,0,0,3.5,0.3,33.4,0,62.8
Cha Tae Sik,5240,56.4,0.1,2.2,0.5,24.5,5.2,11.1
Jong Seok,5255,0,0,67.8,0,19.9,0,12.3
Cha Tae Sik,5258,23.9,0,1.1,0.7,58.6,0,15.7
Jong Seok,5260,0,0,99.7,0,0.2,0,0.1
Jong Seok,5261,0,0,0,96.2,1.2,0,2.6
Cha Tae Sik,5262,21.4,0,1.6,0.2,59.5,0.1,17.2
Man Seok,5286,98.1,0,0.3,0,1.5,0,0.1
Man Seok,5293,1,0,0,2.5,0.9,0,95.5
Cha Tae Sik,5301,0.2,0,86.4,0,0.5,0.1,12.9
Jong Seok,5302,0,0,99.4,0.6,0,0,0
Man Seok,5307,3.6,0,0.5,0.1,95.6,0,0.2
Cha Tae Sik,5309,0,0,4.3,0.4,0,0,95.3
Cha Tae Sik,5311,8.7,0,0,5.7,21,0,64.6
Jong Seok,5315,8.4,0,25.3,0,60.3,0,6
Cha Tae Sik,5320,3.9,0,0.1,1.8,39.6,0,54.6
Man Seok,5322,0,0,3,0,96.9,0,0.1
Cha Tae Sik,5326,1.4,0,0,0.5,15.8,0,82.3
Man Seok,5330,0.3,0,1.5,0.3,95.8,0,2.1
Cha Tae Sik,5334,4.7,0,25.4,0.2,1.9,0.1,67.8
Man Seok,5337,0.3,0,92.9,6.7,0,0,0
Man Seok,5341,20.7,0,10.8,5.9,46.5,0.1,15.9
Man Seok,5342,90.3,0,0.6,0,9,0,0
Man Seok,5343,96.2,0,1.5,0.2,1.3,0,0.8
Jong Seok,5363,0,0,8.3,0,0,91.7,0
Cha Tae Sik,5367,2.6,0,0.5,0.2,65.4,0.1,31.3
Jong Seok,5380,0,0,71.1,0,0.3,13.7,14.9
Cha Tae Sik,5385,5.6,0,4.9,0,77.3,0,12.2
Jong Seok,5394,0,0,79.2,0.1,0,20.6,0.1
Cha Tae Sik,5397,3.4,0,11.7,0,70,0,14.9
Jong Seok,5406,2,0,58,0.1,26.9,0,12.9
Cha Tae Sik,5409,1.2,0,1.3,0,96.8,0,0.8
Jong Seok,5412,0.9,0,82.3,0.1,6,0.7,10
Cha Tae Sik,5418,3.2,0,4.9,0,88.2,0.1,3.5
Jong Seok,5421,0.2,0,23.5,53.5,0.1,22.5,0.2
Cha Tae Sik,5425,1.7,0,0.6,0,97,0,0.8
Jong Seok,5443,0,0,6.4,39,0,54.6,0
Jong Seok,5444,80.9,0,13.9,3.9,0.6,0.7,0
Cha Tae Sik,5446,0,0,36.1,0.1,0.4,33.5,29.9
Jong Seok,5447,0.1,0,1.6,0,0.9,7.8,89.6
Jong Seok,5448,0.2,0,2.3,0,0.8,6,90.7
Jong Seok,5452,0.1,0,24.3,0.5,12.1,8,55.1
Jong Seok,5453,11.1,0,78.5,0.8,0.2,9,0.4
Cha Tae Sik,5454,3,0,0.6,0,36.2,0,60.2
Jong Seok,5461,0,0,7.6,19.8,11.7,6.7,54.1
Jong Seok,5465,0.2,0,1.1,0,1.7,5.5,91.5
Jong Seok,5470,0,0,0.3,0,0.6,4.1,95
Kim Chi Gon,5480,5.4,0,17.2,0,75.7,0,1.7
Jong Seok,5486,0,0,0.7,99.3,0,0,0
Jong Seok,5487,0.1,0,23.5,63,8.9,1,3.5
Kim Chi Gon,5493,0.4,0,0.6,0,96.9,0,2.1
Jong Seok,5503,17.9,0,53,25.5,1,2.4,0
Kim Chi Gon,5506,0.1,0,99.8,0,0.1,0,0
Jong Seok,5508,59.9,0,37.9,1.4,0.8,0,0
Jong Seok,5510,0,0,62.5,0.3,7.8,22.6,6.9
Cha Tae Sik,5531,6,0,0,0,5.7,0,88.3
Cha Tae Sik,5541,0.3,0,0,0,2.2,0,97.4
Jeong So Mi,5543,0,0,0,0,100,0,0
Lam Loan,5547,11.6,0,1.5,0,59,0,28
Jeong So Mi,5560,0.1,0,0.3,0,99.4,0,0.2
Cha Tae Sik,5563,0.4,0,0,0,0.2,0,99.4
Cha Tae Sik,5564,1.1,0,6.7,0,10.6,0,81.6
Jeong So Mi,5574,3.4,0,94.4,0,2.1,0,0
Jeong So Mi,5591,0,0,31.5,0,68.4,0,0
Jeong So Mi,5601,70.3,0,0.1,0.2,11.5,0,17.9
Lam Loan,5607,99.9,0,0,0,0.1,0,0
Jeong So Mi,5610,0.7,0,15.9,0,83.2,0,0.1
Lam Loan,5615,79.9,0,0.5,0,8.5,0,11
Jeong So Mi,5617,0,0,0,0,100,0,0
No Myung Soo,5644,0,0,0.6,0,97.2,0,2.2
No Myung Soo,5645,96.3,0,0.1,0,0.7,0,2.9
No Myung Soo,5647,0,0,92,0,6.9,0,1
No Myung Soo,5648,0.2,0,24,0,52.4,0.7,22.7
No Myung Soo,5650,1.8,0,1.3,0,96.3,0,0.6
